"nid","vid","title","author_uid","status","post_date","updated_date","promoted_to_front_page","sticky","news_image","news_description","news_category"
"2948","2951","Great Southern Homes Earns Multiple Honors at HBASC Conference","245","1","1531929071","1531934492","1","0","14907","<p><em>(Savannah, GA)</em> – Great Southern Homes enjoyed a banner weekend with many honors and awards at the <a href=""http://hbaofsc.com/"">Home Builders Association of South Carolina</a> (HBASC) Annual Conference held July 13-15, 2018 in Savannah, Georgia.</p>
<p><strong><img alt=""Michael Nieri"" src=""/sites/default/files/news/sc-hba-awards-2018-michael-nieri.jpg"" style=""margin: 10px 0px 20px 20px; float: right; width:200px; height:auto;"" />The South Carolina Housing Hall of Fame inducted Michael Nieri, owner and founder of Great Southern Homes</strong> into its elite list of SC’s housing giants. The <a href=""http://hbaofsc.com/awards/sc-housing-hall-of-fame/"">SC Housing Hall of Fame</a> honors individuals who have made a lasting contribution to the housing industry and to their communities through their work in building and development, public service and housing-related areas such as education, architecture and planning. Established in 1995, the SC Housing Hall of Fame has inducted 63 outstanding individuals from across the state.</p>
<hr style=""clear:both;"" />
<p><strong><img alt=""Mike Satterfield"" src=""/sites/default/files/news/sc-hba-awards-2018-mike-satterfield.jpg"" style=""margin: 10px 0px 20px 20px; float: right; width:200px; height:auto;"" />Mike Satterfield CEO/EVP of Great Southern Homes was honored with Thomas N. Bagnal Builder Member of the Year Award of the HBA of SC</strong>. The annual recognition honors those individuals who demonstrate the same qualities as the awards namesake, Thomas N. Bagnal including tireless service to their community, the Home Builders Association (HBA) and to the home building industry. Mike currently serves as president of the BIA of Central SC and has served the organization in numerous leadership and fund-raising capacities.</p>
<hr style=""clear:both;"" />
<p>Great Southern Homes also earned four first-place 2018 Pinnacle Awards at the HBA of SC state convention including:</p>
<ul>
<li>
<p><strong>Best Achievement in Energy Efficiency</strong> – the company’s third award in 2018 in South Carolina for innovation and quality in energy efficiency for new home construction. This is the first state-wide recognition, the other two green energy awards for energy efficiency were from the Greenville HBA’s Bridge Awards and BIA of Central SC’s Regal Awards.</p>
</li>
<li>
<p><strong>Social Media Community Service Award</strong> – for long-standing support for Boy’s Farm of Newberry, SC where the company has built three 5,000+ square foot, state-of-the-art residency cottages for young boys who live on the farm.</p>
</li>
<li>
<p><strong>The Magnolia, New Home Construction $250,000 to $399,900</strong> – for the best design in the $250,000 to $400,000 new home price range.</p>
</li>
<li>
<p><strong>The Pollack, New Home Construction $550,000 to $699.900</strong> – for the best design in the $550,000 to $700,000 new home range.</p>
</li>
</ul>
<hr style=""clear:both;"" />
<p>Great Southern Homes builds homes that are energy efficient with technologically-advanced plans designed for the way you want to live today. The company’s <a href=""https://www.greatsouthernhomes.com/greensmart-homes"">Green Smart Homes</a> help new homebuyers enjoy lower energy costs and the environmental benefits of “Live Green. Live Smart.” With price points starting from the $120,000s to over a million dollars, there is something to fit every budget.</p>
","Breaking News"
"2950","2953","South Carolina Housing Hall of Fame inducts two new members","245","1","1531916145","1532020770","1","0","15012","<p>The <a href=""http://hbaofsc.com/awards/sc-housing-hall-of-fame/"">South Carolina Housing Hall of Fame </a>trustees inducted Michael P. Nieri from Columbia, S.C. and J. Coleman Shouse from Greenville, S.C.  into the prestigious honor society last week for their work in and support of South Carolina’s home building industry. Both men were presented the trademark medallion and plaque during a ceremony on July 14th at The DeSoto Savannah in Savannah, GA.</p>
<p>“The South Carolina Housing Hall of Fame trustees have unanimously voted that Michael Nieri and Coleman Shouse will join the ranks and be inducted into the prestigious honor society for their work in and support of South Carolina’s home building industry tonight” said Kenneth E. Ormand Jr., Chairman of the S.C. Housing Hall of Fame Trustees.</p>
<p>Michael P. Nieri, owner and founder of Great Southern Homes is an incredible champion of housing and has had a profound effect on the housing industry. Building beautiful homes and communities for South Carolinians, Nieri has gone above and beyond with his efforts with the <a href=""http://www.biaofcentralsc.com/"">Building Industry Association of Central SC</a>, but is most widely recognized for his philanthropic efforts as the President of the Building Industry Charitable Foundation. In presenting Nieri, Earl McLeod, Executive Director of the Building Industry Association of Central South Carolina applauded Michael Nieri, his family and employees for not only building good homes but their commitment to Building a Better Community.</p>
<p><a href=""https://midlandsbiz.whosonthemove.com/south-carolina-housing-hall-of-fame-inducts-two-new-members/#.W0-pwokOSl4.email"">Read More at MidlandsBiz.com</a></p>
","Breaking News"
"3136","3139","Michael Nieri Inducted into The South Carolina Housing Hall of Fame","245","1","1531620342","1539586413","1","0","16320","<p>The South Carolina Housing Hall of Fame trustees inducted Michael P. Nieri from Great Southern Homes, and J. Coleman Shouse from Lazarus-Shouse Homes LLC into the prestigious honor society last week for their work in and support of South Carolina's home building industry. Both men were presented the trademark medallion and plaque during a ceremony on July 14th in The Desoto Savannah in Savannah, GA.<br />
 <br />
""The South Carolina Housing Hall of Fame trustees have unanimously voted that Michael Nieri and Coleman Shouse will join the ranks and be inducted into the prestigious honor society for their work in and support of South Carolina's home building industry tonight"" said Kenneth E. Ormand Jr., Chairman of the SC Housing Hall of Fame Trustees.<br />
 <br />
<img alt=""SC Builder Journal - Michael Nieri Hall of Fame"" src=""/sites/default/files/news/sc-builder-journal-nieri-cover.jpg"" style=""float: right; width: 300px; height: 388px; margin: 10px 0 40px 40px;"" />Michael P. Nieri is an incredible champion of housing and has had a profound effect on the housing industry. Building beautiful homes and communities for South Carolinians with his company, Great Southern Homes, Nieri has gone above and beyond with his efforts with the Building Industry Association of Central SC, but is most widely recognized for his philanthropic efforts as the President of the Building Industry Charitable Foundation.<br />
 <br />
J. Coleman Shouse has led an incredible career in both the public sector, sales arena, and development sector. His amazing work ethic, integrity, and industry activism are demonstrated throughout his professional career and commitment to public service. Shouse's dedication has impacted affordable housing and those who make a career in the industry today.<br />
 <br />
""We couldn’t have asked for better nominees than Michael and Coleman because of their unwavering efforts to protect the home building industry and the American dream of homeownership,"" said Orman. ""The South Carolina home building industry has been fortunate to have these champions working for the benefit of our citizens.""</p>
","Breaking News"
"2926","2929","Shelton Twine Named as Chief Operating Officer","255","1","1531487824","1531489163","1","0","14559","<p>(Irmo, SC) – Great Southern Homes has named Shelton Twine as the Chief Operating Officer (COO) of the company. His responsibilities include, but are not limited to overseeing all pre-construction, sales, marketing, general operations and construction management of all areas and markets in which the company operates.</p>
<p>Owner and Founder, Michael Nieri remarks of Shelton, “He is very experienced and knowledgeable in the operational, sales and marketing sides of our business. Shelton has been with the company for 17 years and throughout these years he has handled very successfully every challenge presented to him including serving as VP of Sales, VP of Operations, Pre-Construction Manager and Broker-In-Charge. I am thrilled that he is taking on these additional responsibilities and overseeing the day-to-day operations of our entire business. His experience and sharp business acumen will quickly add value to our growing company.”</p>
<p>Shelton begins his new role at a time when Great Southern Homes is expanding at a rapid pace. The company has achieved 622 net sales through the first six months of 2018, an increase of 38% over the same period last year.</p>
<p>Great Southern Homes builds homes that are energy efficient with technologically-advanced plans designed for the way you want to live today. The company’s Green Smart Homes help new homebuyers enjoy lower energy costs and the environmental benefits of “<a href=""https://www.greatsouthernhomes.com/greensmart-homes"">Live Green. Live Smart</a>.” With price points starting from the $120,000’s to over a million dollars, there is something to fit every budget.</p>
","Breaking News"
"2721","2724","Great Southern Homes First Quarter 2018 Sales Sets Records","245","1","1522883781","1522940333","1","0","12490","<p>(Irmo, SC) –  Great Southern Homes is off to a great start in 2018 with first quarter sales setting records. For the first quarter 2018, the company produced a record volume in sales with 323 homes sold, the largest quarterly sales production in the company’s 14-year history.</p>
<p><img alt=""Sales Record by Great Southern Homes"" src=""/sites/default/files/news/1st-quarter-2018-sc-new-homes-2.jpg"" style=""width: 350px; height: auto; float:left; margin:0 1.5em 1.5em 0;"" />The 323 homes sold in this year’s first quarter represent a 46% increase compared to the first quarter a year ago.  Home sales rose by over 100 units over the prior first quarter.  Closings are up as well – up to 195 homes for the quarter – 35 more closed than the first quarter a year ago.</p>
<p>When asked about the success, Mike Satterfield, EVP/CEO of Great Southern Homes stated, “This is simply an excellent start for 2018 for our company and a great foundation for the year.”<br /> </p>
<p>“Nationally, the housing industry is benefiting from favorable interest rates, a strong economy and rising housing demand. Here in South Carolina where our company operates, the housing market is considered one of the best in the nation with excellent job growth and favorable new home pricing which is driving demand.”</p>
<p><img alt=""323 Homes Sold in SC and GA in 1st quarter 2018"" src=""/sites/default/files/news/1st-quarter-2018-sc-new-homes-1.jpg"" style=""width: 400px; height: auto; float:right; margin:0 0 1.5em 1.5em;"" />“Short of any unforeseen disruptions, we see a great year ahead for us.  Everyday, we face challenges such as shortages of construction labor and inflationary costs of materials and land development. Despite these challenges, we’re still poised to have a successful and meaningful year. All credit needs to go to our great team of employees and construction professionals who have worked very hard to get us to this point,” Satterfield said.</p>
","Breaking News"
"2679","2682","Great Southern Homes Wins Big at 2017 REGAL Awards","245","1","1520948776","1520948946","1","0","11467","<p><strong>Phoenix Award</strong> - Sunset Bay</p>
<p><strong>Sales Specialist of the Year </strong>- Emily Lewis</p>
<p><strong>Product Design for over 3500 sq ft. for detached product</strong> - The Pollock</p>
<p><strong>High Performance Home</strong> - The Sweetgrass</p>
<p><strong>Product Design 2,201-2,600 for detached product</strong> - The Magnolia</p>
<p><strong>Product Design for under 1,500 for attached product</strong> - The Regal</p>
<p><strong>Best Website</strong></p>
<p><strong>Crystal Citation for Sales Management</strong></p>
","Breaking News"
"2674","2677","Great Southern Homes Welcomes Chris Emde, Land Acquisition Manager","245","1","1520531249","1520629166","1","0","11350","<p>South Carolina’s upstate market continues to be one of the shining stars of the growth of Great Southern Homes.  The company entered the upstate in 2015 with 3 home closings and rapidly began to expand operations.  In 2016, company closings rose to 68 homes.  This past year, we closed 130 homes in ten different communities.  In 2018, our plans are to build and close over 250 homes in 18 different communities throughout Greenville, Spartanburg, Laurens, Pickens and Anderson counties. </p>
<p>As part of this planned expansion, we are thrilled to announce that Chris Emde has joined Great Southern Homes in our Upstate Division spearheading our land acquisitions efforts. </p>
<p>Chris has over 30 years experience in real estate sales, land, community development and construction. Prior to joining Great Southern Homes, Chris served in management positions with national builders in major SC markets and specialized in construction and land acquisition of residential, mixed-use and multi-family projects. He served as a Broker-in-Charge in Greenville for over a decade and maintains many relationships throughout the upstate. In addition to his Real Estate Broker’s license, Chris holds General Contractor’s licenses in building and site development.</p>
<p>He and his wife Kathy, live in Simpsonville and have three wonderful grown children and three grandchildren.  Please welcome Chris and his family to the Great Southern Homes family!</p>
","Breaking News"
"2654","2657","Introducing Great Southern Homes to Coastal Carolina","245","1","1519746634","1519856163","1","0","10923","<h2>A Versatile Homebuilder with a Focus on Style, Quality & Affordability</h2>
<p><em>by Susan Roush</em></p>
<p><strong>Nimble and forward thinking are words used to describe Michael Nieri, founder and owner of Great Southern Homes, based in Irmo, SC. Mike Satterfield, EVP/CEO of Great Southern Homes, shared some background: Great Southern Homes was building 500-600 homes per year prior to the recession. To survive the downturn, the company slimmed down to 15 employees. Mike said, “Not many privately held companies made it through the downturn; that was one of the things that I was intrigued about.”</strong></p>
<p>Before Mike joined Great Southern Homes in 2013, he had risen up the ranks of housing giant Centex and was the Division President of the Central South Carolina division before he went into semi-retirement in 2005, “Not knowing the world was coming to an end.” He continued, “In my Centex days we were typically number one or two in our markets. My goal was to see if I could manage a privately-held company and get it back to the same dominant position in the markets that Centex held. He and Michael called their effort the “putting the band back together” campaign. Mike added, “We have been able to assemble a really special group of people, and that’s been a key part of our growth.”</p>
<p><img alt="""" src=""/sites/default/files/news/coastal-news-2.jpg"" style=""float: right; width: 480px; height: 318px; margin-left:2em; margin-bottom:2em;"" />In 2013, the company sold 180 houses in the Midlands of SC. Since then, Great Southern Homes achieved a 38% to 40% growth year-over-year. In 2017, they sold 838 houses and project to have 1200 + sales in 2018. Their markets include the Midlands, the Upstate, Florence, Aiken, coastal South Carolina [Charleston & Myrtle Beach] and Augusta, GA. Mike recalled, “In 2013 we weren’t on anybody’s radar.” Three years later the company was ranked the 62nd largest homebuilder by Builder Magazine and the 3rd fastest-growing, privately-held builder in the country. A large part of the company’s success has been driven by attracting quality people, choosing the best markets for growth and product diversification.</p>
<p>A key member of the team is Keith Harris, Coastal Division Manager. Keith said, “In 2016 we expanded to the coast. In Myrtle Beach our first venture was a 7-lot infill project in Murrells Inlet called Sterling Pointe.” The initial reaction was favorable as their Preston model won the New Home Parade Design Award for homes in the $240K to $270K price range. Two other experienced builders have joined Keith as Project Managers in the Coastal Division.</p>
<p>Jack Webb is the project manager for Champions Village, Ocean Lakes, and an oversight manager for a townhouse development in Charleston. Jack was a self-employed custom homebuilder for 17 years and has worked with other production builders in Myrtle Beach. He said, “I wouldn’t go back into business for myself. I would rather work for Great Southern; they treat everyone with total respect – employees and customers. They build energy-efficient homes and stand behind their products. Michael Nieri is willing to take chances and do things differently.”</p>
<p><img alt="""" src=""/sites/default/files/news/coastal-news-5.jpg"" style=""margin: 0px 2em 2em 0px; float: left; width: 350px; height: 424px;"" />Harry Dill is the Project Manager for Litchfield Breezes, Pawleys Sunset, Waterway Palms, and Wild Wing Plantation. He said, “I’ve been a builder here on the beach since 1989.” Some readers may remember Harry Dill from the Extreme Makeovers he managed in Horry Country. He has been active with HGHBA for years, including serving as past president at state and local levels. Harry said, “I can attribute a lot of my success to the HBA. We have to support our industry in order for our industry to support us.”</p>
<p>Keith Harris provided a synopsis of current projects in the Grand Strand. The 2018 Parade of Homes will include Great Southern Homes in Champions Village and Pawleys Sunset. Keith noted, “There’s value in what we do with features not typical of other volume builders. We have a Green Smart home package with a two-year energy guarantee, beefed up insulation, and standard home automation with the Honeywell Lyric system.”</p>
<hr />
<h4><a href=""https://www.greatsouthernhomes.com/communities/champions-village"">Champions Village</a></h4>
<p>This 71-lot community is within the Prince Creek Community of Murrells Inlet. Situated along the finishing holes of the TPC course, there are interior and golf course lots and a private pool and amenity center. Homes start at 1,600 square feet; priced from $280’s. Champions Village received the Best in Residential Category from the Grant Center for Real Estate in the Economics Department at Coastal Carolina University.</p>
<h4><a href=""https://www.greatsouthernhomes.com/communities/pawleys-sunset"">Pawleys Sunset</a></h4>
<p>Located off the South Causeway on Pawleys Island, Great Southern Homes offers elevated traditional beach houses that are golf cart accessible to the beach. The raised beach houses are approximately 1,800 square feet, 4 BR / 4 BA, priced from the low $300’s. Currently there are 14 lots with 4 houses under construction.</p>
<h4><a href=""https://www.greatsouthernhomes.com/communities/wild-wing-plantation"">Wild Wing Plantation</a></h4>
<p>The company just received ARB approvals for four starts, including a furnished model home and three specs. Great Southern Homes acquired 21 lots total for homes starting at 2,200 square feet and priced from the low $300’s.</p>
<h4><a href=""https://www.greatsouthernhomes.com/communities/waterway-palms"">Waterway Palms</a></h4>
<p>This popular Carolina Forest community, with its superb amenity center, was an attractive draw for Great Southern. They purchased seven lots where they can work their infill magic. Keith said, “All of our houses have a master on the main level.” Square footage will run from 2,500 and prices start in the upper $370’s.</p>
<h4><a href=""https://www.greatsouthernhomes.com/communities/ocean-lakes"">Ocean Lakes</a></h4>
<p>This project reflects the owner’s nimble thinking. Great Southern Homes initially built three homes and have two more under construction. One is sold and two homes are for sale and are completely furnished and equipped for rental for $3,200 a week through Ocean Lakes Property Management. Jack said, “This wouldn’t be on other builders’ radar, because the land is leased, but it appeals to investors for the vacation rental potential.”</p>
<h4><a href=""https://www.greatsouthernhomes.com/communities/litchfield-breezes"">Litchfield Breezes</a></h4>
<p>In the heart of Litchfield Beach, the company acquired home-sites in the marsh front community of Litchfield Breezes. Featuring custom homes overlooking the marsh, the raised traditional homes range from 2,200 to 3,000 + square feet and the low $400’s in price. Keith said, “Our goals in 2018 are lot acquisition and developing our own positions. We understand that Realtors are an integral part of our business, and we appreciate what they do, and we try to make their job easy. You have to have a good partnership with all the people you work with and take care of the homeowners.”</p>
<hr />
<p>Two families that are very satisfied with Great Southern Homes are Suzanne and Julio Ortiz and Janis and Dan Blasiak. Both couples built in Champions Village.</p>
<p><img alt="""" src=""/sites/default/files/news/coastal-news-4.jpg"" style=""margin: 0px 0px 2em 2em; float: right; width: 480px; height: 318px;"" />Suzanne Ortiz said, “We decided on Champions Village in August 2016. We liked the location, and we loved the lot. We loved that it was a small community.” Julio added, “Grant (the Realtor) was phenomenal; he was with us every step of the way. Jack (Webb) the builder was incredibly patient with us. We had lots of questions and he kept answering. They went out of their way to make us part of the process.” Suzanne concurred, “I’ll be real honest with you, Jack was actually more observant than we were during the walk-through before the closing.” They started with a standard layout and Great Southern accommodated the floor plan changes they wanted. Julio said, “We were pretty picky about what we wanted. Trim out detail was really important to me.” He likes the double crown molding throughout, and the smart home package so they can control the house remotely. They are both delighted with the fully-finished garage. Suzanne summed up, “I just had a wonderful experience from beginning to end. I felt they wanted my business and they wanted to make me happy.”</p>
<p>Janis and Dan Blasiak moved from Oahu, so it was no surprise they felt there was tremendous value for a home in Champions Village. Dan said, “I wanted a house with certain features. We didn’t want vinyl siding, we wanted the ability to customize and not have a cookie-cutter house.” The Blasiaks opted for several upgrades but did not make any structural changes. “We were happy with the layout; it shows very well,” Dan said.</p>
<p>Like the Ortiz family, they were attracted to the size of Champions Village. Dan added, “We like the energy efficiency of the home. They went above and beyond to make sure this house was sealed tight. They actually brought in a third-party tester to make sure there weren’t any leaks in the house, and that it met certain criteria. I also like that it is an all gas home.” For Janis’s part, she is very content with her Great Southern Home and the way it came together. She laughed, “The next home is a pine box.”</p>
<p><img alt="""" src=""/sites/default/files/news/coastal-news-3.jpg"" style=""margin-right: 2em; margin-bottom: 2em; float: left; width: 420px; height: 274px;"" />Since 2013, Great Southern Homes success has been most impressive. The company currently builds everything from single-family homes, town homes, custom homes and recently student housing communities. Corporately, they believe in giving back to the community. Michael and Mike hold positions with the Building Industry Association of Central SC (BIA) and strive to maintain healthy relations with competitors to address industry concerns. In 2017, they were both recognized with prestigious BIA awards for their contributions.</p>
<p>Great Southern Homes is a proud supporter of The Boys Farm in Newberry, SC. Two years ago, the company built two 5,000 square foot residency cottages on the Farm. This past year, the company broke ground on the “Nieri Cottage” project; a modern, energy-efficient structure with 6,700 square feet, 9 bedrooms and 9 bathrooms. The Boys Farm has signicantly modernized and expanded its capacity to house young men who have experienced difficult family situations. These young men benefit from living together on a working farm and developing social and success skills in the farm setting.</p>
<p><em>Reprinted from Building Industry Synergy South Carolina Grand Strand Edition</em></p>
","Real Estate"
"2565","2568","Great Southern Homes Leaders Awarded Outstanding Building Industry Honors","255","1","1513001114","1513003317","1","0","9089","<p style=""margin-top:2em;"">Congratulations to <strong>Mike Satterfield, EVP/CEO of Great Southern Homes</strong> who has been awarded the<strong> Building Industry Associations (BIA) of Central SC's Byron Crosthwaite Builder Member of the Year. </strong></p>
<p>BIA members vote for their choice of nominees for the Builder Member of the Year and Mike was honored at the BIA’s Annual Holiday Ball. Mike was recognized for his tremendous contributions to the BIA in 2017 including serving as Treasurer of the BIA Board of Directors. He is a SC Builders PAC Gold Club member and a Dollar-a-Day Club member of NAHB’s Build PAC. Mike is the 2017 recipient of the Frank D. Clark SPIKE of the Year award having sponsored 17 new members, and was the captain of the winning team for the Fall Membership Drive. In addition, he led the task force responsible for renovation and repairs to the BIA Building.</p>
<p>Also congratulations to <strong>Michael P. Nieri, Owner and Founder of Great Southern Homes</strong> as he was named the<strong> BIA's Richard N. Sendler award winner</strong>. This award is voted on by past presidents and associate vice presidents of the BIA and the recipient must project a community image that adds stature to the association, exemplify standards promoted and supported by the association, institute innovative and creative ideas that have improved the housing industry and have unquestionable character and integrity.</p>
<p>Michael has been a Builder Member of the BIA since 2001. In that time, he has served on the BIA Board of Directors and the Building Industry Charitable Foundation Board of Trustees, of which he currently serves as President. He also served as Chairman of the BIA Golf Classic numerous years, and the event has consistently raised more money for the Foundation’s Scholarship Program than the previous year. In addition, he is a major contributor to the Charitable Foundation, and lead the building effort of two cabins at Boy’s Farm in Newberry.</p>
<p>We congratulate both leaders of Great Southern Homes for these outstanding recognitions. Every day, Mike and Michael work hard to make our company, our state and our housing industry betters places to work and achieve success!</p>
",""
"2533","2536","Moving Forward on Centennial Park at Fort Jackson, Columbia, SC","255","1","1510234653","1510234849","1","0","8775","<p style=""margin-top: 0px; margin-bottom: 6px; font-family: Helvetica, Arial, sans-serif; color: rgb(29, 33, 41); font-size: 14px; background-color: rgb(255, 255, 255);""><strong>The Building Industry Association of Central South Carolina (BIA) </strong>presents donation to Gateway to the Army in support of Centennial Park at Fort Jackson.</p>
<p style=""margin-top: 0px; margin-bottom: 6px; font-family: Helvetica, Arial, sans-serif; color: rgb(29, 33, 41); font-size: 14px; background-color: rgb(255, 255, 255);"">In attendance at the planning session for the construction of the Pavilions at Centennial Park were BIA Members Michael Nieri and Mike Satterfield, Great Southern Homes; John Covert, Covert Homes; Mike Cancilla, Essex Homes; Mark Hood, Hood Construction; Chris Condon and Ronnie Edenfield, Mungo Homes and Earl McLeod, BIA Executive Director. The five BIA Members have committed to build five of the six pavilions at Centennial Park in celebration of the 100th Anniversary of Fort Jackson, an estimated in-kind contribution of over $125,000.</p>
<p style=""margin-top: 6px; margin-bottom: 0px; display: inline; font-family: Helvetica, Arial, sans-serif; color: rgb(29, 33, 41); font-size: 14px; background-color: rgb(255, 255, 255);"">Good work Michael Nieri and Mike Satterfield! We're thankful for Fort Jackson and all the good benefits that the Fort provides to our Midlands, South Carolina community!</p>
<p style=""margin-top: 6px; margin-bottom: 0px; display: inline; font-family: Helvetica, Arial, sans-serif; color: rgb(29, 33, 41); font-size: 14px; background-color: rgb(255, 255, 255);""> </p>
<p style=""margin-top: 6px; margin-bottom: 0px; display: inline; font-family: Helvetica, Arial, sans-serif; color: rgb(29, 33, 41); font-size: 14px; background-color: rgb(255, 255, 255);""> </p>
<p style=""margin-top: 6px; margin-bottom: 0px; display: inline; font-family: Helvetica, Arial, sans-serif; color: rgb(29, 33, 41); font-size: 14px; background-color: rgb(255, 255, 255);""> </p>
","Real Estate"
"2505","2508","Great Southern Homes Voted “Best Builder” by The State Newspaper","245","1","1508799464","1508777385","1","0","8521","<p><em>Irmo, SC - </em>Great Southern Homes is honored to announce that it has been voted 2017’s “Best Builder” by the State Newspaper.  The “Best of The State” recognition is voted on by both digital and print readers of the State Newspaper and is a popular ranking of the best business and service firms in the Midlands of South Carolina.  </p>
<p>Mike Satterfield, CEO/EVP said about the award, “The people have voted! We’re The State’s 2017 Best Builder and proud to own that distinction.  We really appreciate that the general public likes us and confirms what our peers in the building industry have been saying for several years that Great Southern Homes has been on an impressive run as the Midland’s #1 Builder in this competitive homebuilding industry. Earlier this year, Builder Magazine recognized us as the 3<sup>rd</sup> Fastest-Growing Private Builder and the 62<sup>nd</sup> largest homebuilder in the country. We look forward to a strong finish in 2017 and an even more exciting 2018!”</p>
","Breaking News"
"2484","2487","Champions Village, Murrells Inlet, SC Chosen ""Best in Residential""","255","1","1507661381","1507661430","1","0","8308","<p>Will Davis, Vice President for Sales for the Litchfield Company accepted an award for the neighborhood development of <a href=""https://www.greatsouthernhomes.com/communities/champions-village"">Champions Village</a> which overlooks the 16th, 17th, and 18th greens of <a href=""http://tpcmyrtlebeach.com/"">TPC Myrtle Beach Golf Course in Murrells Inlet, SC</a>. </p>
<p><a href=""https://www.greatsouthernhomes.com/communities/champions-village"">Champion Village</a> was chosen as the Best in Residential Category from the <a href=""https://www.coastal.edu/business/grantcenter/"">Grant Center for Real Estate</a> in the Economics Department at Coastal Carolina University.  Great Southern Homes is the exclusive homebuilder within Champions Village and The Litchfield Company serves as the listing agent for Great Southern Homes properties within the community.  </p>
<p><a href=""https://www.coastal.edu/business/grantcenter/"">Coastal Carolina University’s Grant Center for Real Estate</a> is a growing and recognized department of excellence in real estate. The Center gives awards each year during its Economic Summit held in late September to the best in real estate development and homebuilding design.</p>
<p>Great Southern Homes is proud of this prestigious recognition for <a href=""https://www.greatsouthernhomes.com/communities/champions-village"">Champions Village</a> and pleased with its Myrtle Beach homebuilding partners as it continues to grow its presence in the market. </p>
","Real Estate"
"2477","2480","Great Southern Homes and BIA’s Charitable Foundation to Build New Boys Cottage at Boys Farm, Newberry, SC","255","1","1507311109","1507316686","1","0","8280","<p>(Irmo, SC)  Thanks to the strong support of companies, churches, and individuals throughout South Carolina, Great Southern Homes in partnership with the Building Industry Association of Central South Carolina (“BIA”) will build the “Nieri Cottage” at Boys Farm in Newberry, SC.</p>
<p>The Nieri Cottage will be 6,712 square feet under roof and designed by Ned Purcell, Great Southern Homes product development director. The home will be constructed by Great Southern Homes and will be a complete gift to the Boys Farm as numerous building suppliers, the BIA’s charitable foundation and other donors will help in funding the effort. Boys Farm is a nonprofit organization that provides unique foster care services for boys experiencing difficult family situations and is located at 6655 SC Highway 34/121 in Newberry, SC.</p>
<p>President and founder of Great Southern Homes, Michael Nieri volunteered to build the boys cottage on behalf of the Building Industry Association with support from the BIA’s Charitable Foundation. “We are honored to help accommodate the growing needs of children to have a safe home and give them hope for generations to come,” said Nieri. In recognition of Nieri’s previous contributions and his commitment to build the third cottage, the Boys Farm will name the cottage in honor of the Nieri family.</p>
<p>BIA President Bart Bartlett and Charitable Foundation Executive Secretary Earl McLeod stated that, “Our organization represents many caring businesses in Central South Carolina that will help build a better community by offering donations of materials, money and labor toward the construction of this special home for boys and their house parents allowing them to live in a structured family environment.”</p>
<p>The construction cost of the Nieri Cottage is estimated to be approximately $375,000, a cost estimate that is consistent with the two previous cottages also built by Great Southern Homes. The new cottage will allow Boys Farm to increase the number of children served by the Farm by 25%.</p>
<p>Donations in support of the Nieri’s Cottage are being accepted by the Building Industry Charitable Foundation, a South Carolina nonprofit 501 (c) (3) organization affiliated with the Building Industry Association, 625 Taylor Street, Columbia, SC, or to Boys Farm, Inc, a South Carolina nonprofit 501 (c) (3) organization, PO Box 713, Newberry, SC, 29108.</p>
","Breaking News"
"2334","2337","Great Southern Homes Names Pete Kellos as Upstate Division Manager","245","1","1502481801","1502482224","1","0","7411","<p>(Greenville, SC) – A.J. (Pete) Kellos, Jr. has joined Great Southern Homes as division manager of the homebuilder’s Upstate operations. He brings to the company an impressive career in Upstate construction management having achieved in the past two decades over 4,000 new home closings valued at over $670 million in construction. Holding key leadership positions for national/regional home builders and construction companies, Pete successfully expanded their operations in the Upstate. His list includes Cothran Properties, Raby Construction Company, Marsh/Bell Construction Company, The Poinsett Companies, Pulte Homes and Great American Homes.</p>
<p>Co-workers share of working with Pete, “He is a consummate construction executive with a tremendous knowledge of projects including single and multi-family, land development, office, and commercial properties. His work ethic is unmatched by anyone else. He has high expectations of those working for him, but asks nothing that he himself does not already do. With the Poinsett Companies, Pete was a key component in our company’s growth in becoming the largest homebuilder in the Upstate before the construction downturn.”</p>
<p>Mike Satterfield, CEO of Great Southern Homes, says, “Pete’s joining the Great Southern Homes team is simply perfect timing.  We’re significantly expanding our Upstate footprint and we value his experience and leadership to help guide our growth. Greenville, Spartanburg and Clemson are key markets targeted for growth within our company.”</p>
<p>“We entered the Upstate market approximately 24 months ago and we have already joined the list of Top 10 builders in the market.  At our current pace of home sales, we anticipate rapidly moving up the list. We have opened positions in eight Upstate subdivisions and have plans to significantly increase that number in the coming months. At 108 Renaissance Park in Mauldin, SC, we are in the process of opening and staffing a permanent Upstate office which Pete will oversee.”</p>
<p>“In the Greenville, Spartanburg and Clemson areas, Great Southern Homes builds single-family and town homes priced from the mid-$100,000s to over $400,000s. In Clemson, we are also building large student housing projects. Our homes serve over 70% of the home-buying market with floor plans that are designed by our in-house design team to be very energy-efficient and help our customers live greener and lower their energy bills. We encourage you to visit our website at <a href=""http://www.greatsouthernhomes.com"">www.greatsouthernhomes.com</a> and learn more about our exciting company.”  </p>
","Breaking News"
