"nid","source","path"
"3633","/node/3633","/properties/306-dolly-horn-lane"
"3632","/node/3632","/properties/33-windy-lane"
"3631","/node/3631","/properties/9-windy-lane"
"3630","/node/3630","/properties/211-cedar-hollow-lane-lot-50"
"3629","/node/3629","/properties/298-cedar-hollow-lane"
"3628","/node/3628","/properties/161-cedar-chase-lane-lot-11"
"3627","/node/3627","/properties/24-cedar-croft-court-lot-67"
"3626","/node/3626","/properties/31-tidelands-trail"
"3625","/node/3625","/properties/40-tidelands-trail"
"3624","/node/3624","/properties/72-tidelands-trail"
"3623","/node/3623","/properties/764-dawsons-park-way"
"3622","/node/3622","/properties/121-barnett-way"
"3621","/node/3621","/properties/105-barnett-way"
"3620","/node/3620","/properties/206-cedar-hollow-lane"
"3619","/node/3619","/properties/322-dolly-horn-lane"
"3618","/node/3618","/properties/316-dolly-horn-lane"
"3617","/node/3617","/properties/1063-acacia-lane"
"3616","/node/3616","/properties/1057-acacia-lane"
"3615","/node/3615","/properties/113-printers-street"
"3614","/node/3614","/properties/1-wheaton-court"
"3613","/node/3613","/properties/3-chestnut-grove-lane"
"3612","/node/3612","/properties/111-printers-street-pendleton-sc-29670"
"3611","/node/3611","/properties/109-printers-street-pendleton-sc-29670"
"3610","/node/3610","/properties/105-printers-street-pendleton-sc-29670"
"3609","/node/3609","/properties/103-printers-street-pendleton-sc-29670"
"3608","/node/3608","/properties/107-printers-street-pendleton-sc-29670"
"3607","/node/3607","/properties/3037-gedney-circle"
"3606","/node/3606","/properties/653-kennington-road"
"3605","/node/3605","/properties/439-fairford-road"
"3604","/node/3604","/properties/658-kennington-road"
"3603","/node/3603","/properties/641-kennington-road"
"3602","/node/3602","/properties/645-kennington-road"
"3601","/node/3601","/properties/522-pinnacle-lane"
"3600","/node/3600","/properties/131-orchard-park-road-lot-37"
"3599","/node/3599","/properties/135-orchard-park-road-lot-36"
"3598","/node/3598","/properties/139-orchard-park-road-lot-35"
"3597","/node/3597","/properties/141-orchard-park-road-lot-34"
"3596","/node/3596","/properties/145-orchard-park-road-lot-33"
"3595","/node/3595","/properties/241-elsoma-drive"
"3594","/node/3594","/properties/237-elsoma-drive"
"3593","/node/3593","/properties/266-elsoma-drive"
"3592","/node/3592","/properties/221-elsoma-drive"
"3591","/node/3591","/properties/12-double-branch-trail"
"3590","/node/3590","/properties/14-double-branch-trail"
"3589","/node/3589","/properties/16-double-branch-trail"
"3588","/node/3588","/properties/18-double-branch-trail"
"3587","/node/3587","/properties/202-fern-hollow-way"
"3586","/node/3586","/properties/204-fern-hollow-way"
"3585","/node/3585","/properties/206-fern-hollow-way"
"3584","/node/3584","/properties/209-fern-hollow-way"
"3583","/node/3583","/properties/207-fern-hollow-way"
"3582","/node/3582","/properties/300-longmont-drive"
"3581","/node/3581","/properties/707-lamberts-way"
"3580","/node/3580","/properties/715-lamberts-way"
"3579","/node/3579","/properties/1908-rowe-street"
"3578","/node/3578","/properties/1844-rowe-street"
"3577","/node/3577","/properties/821-red-solstice-lot-162"
"3576","/node/3576","/properties/829-red-solstice-lot-160"
"3574","/node/3574","/properties/148-living-waters-blvd"
"3572","/node/3572","/properties/422-crassula-drive"
"3571","/node/3571","/properties/418-crassula-drive"
"3570","/node/3570","/properties/414-crassula-drive"
"3569","/node/3569","/properties/435-crassula-drive-0"
"3567","/node/3567","/properties/426-crassula-drive"
"3566","/node/3566","/properties/546-lawndale-drive"
"3565","/node/3565","/properties/107-wheaton-court"
"3564","/node/3564","/properties/105-wheaton-court"
"3563","/node/3563","/properties/111-wheaton-court"
"3562","/node/3562","/properties/under-contract-5"
"3561","/node/3561","/properties/under-contract-4"
"3560","/node/3560","/properties/under-contract-3"
"3559","/node/3559","/properties/205-fern-hollow-way"
"3558","/node/3558","/properties/1095-dewees-st"
"3557","/node/3557","/properties/1005-dewees-st"
"3556","/node/3556","/properties/203-fern-hollow-way"
"3555","/node/3555","/properties/201-fern-hollow-way"
"3554","/node/3554","/properties/1872-rowe-street"
"3553","/node/3553","/properties/104-ventnor-ave"
"3552","/node/3552","/properties/1880-rowe-street"
"3551","/node/3551","/properties/518-pinnacle-lane"
"3550","/node/3550","/properties/1707-trevino-drive"
"3549","/node/3549","/properties/211-niblick-drive"
"3548","/node/3548","/properties/510-burnaby-court"
"3547","/node/3547","/properties/119-warren-drive"
"3546","/node/3546","/properties/516-burnaby-court"
"3545","/node/3545","/properties/123-warren-drive"
"3544","/node/3544","/properties/124-barnett-way"
"3543","/node/3543","/properties/522-burnaby-court"
"3542","/node/3542","/properties/211-sunny-point-loop"
"3541","/node/3541","/properties/114-sunny-point-loop"
"3540","/node/3540","/properties/526-burnaby-court"
"3539","/node/3539","/properties/124-sunny-point-loop"
"3538","/node/3538","/properties/198-sunny-point-loop"
"3537","/node/3537","/properties/120-sunny-point-loop"
"3536","/node/3536","/properties/532-burnaby-court-aiken-sc-29801"
"3535","/node/3535","/properties/538-burnaby-court"
"3531","/node/3531","/properties/557-burnaby-court"
"3530","/node/3530","/properties/551-burnaby-court-aiken-sc-29801"
"3529","/node/3529","/properties/2123-bonneville-circle-aiken-sc-29801"
"3528","/node/3528","/properties/2077-bonneville-circle-aiken-sc-29801"
"3527","/node/3527","/properties/2073-bonneville-circle-aiken-sc-29801"
"3526","/node/3526","/properties/2065-bonneville-circle-aiken-sc"
"3525","/node/3525","/properties/2061-bonneville-circle-aiken-sc-29801"
"3524","/node/3524","/properties/2040-bonneville-circle-aiken-sc-29801"
"3523","/node/3523","/properties/2042-bonneville-circle-aiken-sc-29801"
"3522","/node/3522","/properties/2044-bonneville-circle-aiken-sc-29801"
"3521","/node/3521","/properties/2057-bonneville-circle-aiken-sc-29801"
"3520","/node/3520","/properties/995-morgan-mll-lane"
"3519","/node/3519","/properties/990-yellowstone"
"3518","/node/3518","/properties/1039-took-place"
"3517","/node/3517","/properties/607-autumn-breeze-walk-inman-sc-29349"
"3515","/node/3515","/properties/624-teaberry-drive-lot-121"
"3514","/node/3514","/properties/652-teaberry-drive-lot-115"
"3513","/node/3513","/properties/1740-trevino-drive"
"3510","/node/3510","/properties/620-teaberry-drive-lot-122"
"3509","/node/3509","/properties/614-teaberry-drive-lot-123"
"3508","/node/3508","/properties/801-brown-rd"
"3504","/node/3504","/properties/803-brown-rd"
"3503","/node/3503","/properties/shoals-landing-lot-51"
"3502","/node/3502","/properties/shoals-landing-lot-57"
"3500","/node/3500","/properties/regatta-forest-lot-51"
"3499","/node/3499","/properties/regatta-forest-lot-39"
"3498","/node/3498","/properties/regatta-forest-lot-52"
"3497","/node/3497","/properties/regatta-forest-lot-37"
"3496","/node/3496","/properties/228-cedar-hollow-lane-lot-42"
"3495","/node/3495","/properties/236-cedar-hollow-lane-lot-41"
"3494","/node/3494","/properties/240-cedar-hollow-lane-lot-40"
"3493","/node/3493","/properties/183-cedar-chase-lane-lot-16"
"3491","/node/3491","/properties/1766-trevino-drive"
"3490","/node/3490","/properties/177-cedar-chase-lane-lot-15"
"3489","/node/3489","/properties/610-teaberry-drive-lot-124"
"3488","/node/3488","/properties/274-claudia-drive"
"3487","/node/3487","/properties/302-cellar-ln-batesburg-sc-29006"
"3486","/node/3486","/properties/216-cassique-drive-lot-72"
"3485","/node/3485","/properties/204-cassique-drive-lot-75"
"3484","/node/3484","/properties/1095-acacia-lane"
"3483","/node/3483","/properties/212-cassique-drive-lot-73"
"3482","/node/3482","/properties/203-cassique-drive-lot-43"
"3481","/node/3481","/properties/109-orchard-park-road-68"
"3480","/node/3480","/properties/169-cassique-drive-lot-41"
"3479","/node/3479","/properties/115-orchard-park-road-67"
"3478","/node/3478","/properties/13-apple-tree-court-66"
"3477","/node/3477","/properties/312-wesleyan-way-w-columbia-sc-29170"
"3475","/node/3475","/properties/166-saint-george-rd-w-columbia-sc"
"3473","/node/3473","/properties/414-crassula-dr"
"3472","/node/3472","/properties/426-crassula-dr"
"3471","/node/3471","/properties/418-crassula-dr"
"3470","/node/3470","/properties/522-lawndale"
"3469","/node/3469","/properties/533-bella-woods-trail-lot-14-inman-sc-23949"
"3468","/node/3468","/properties/537-bella-woods-trail-lot-13-inman-sc-29349"
"3467","/node/3467","/properties/109-orchard-park-rd-lot-68"
"3466","/node/3466","/properties/17-apple-tree-court-lot-65"
"3465","/node/3465","/properties/525-bella-woods-trail-lot-16-inman-sc-29349"
"3464","/node/3464","/properties/21-apple-tree-court-lot-64"
"3463","/node/3463","/properties/25-apple-court-lot-63"
"3462","/node/3462","/properties/621-teaberry-drive-lot-106"
"3461","/node/3461","/properties/2228-spicewood-0"
"3460","/node/3460","/properties/120-decoy-court-lot-3"
"3459","/node/3459","/properties/125-decoy-court-lot-13"
"3458","/node/3458","/properties/130-decoy-court-lot-4"
"3457","/node/3457","/properties/135-decoy-court-lot-12"
"3456","/node/3456","/properties/520-curlew-circle-lot-144"
"3455","/node/3455","/properties/510-curlew-circle-lot-143"
"3454","/node/3454","/properties/505-curlew-circle-lot-158"
"3453","/node/3453","/properties/515-curlew-circle-lot-157"
"3452","/node/3452","/properties/42-vintage-oak-ct"
"3451","/node/3451","/properties/615-teaberry-drive-lot-105"
"3450","/node/3450","/properties/205-niblick-drive"
"3449","/node/3449","/properties/109-limestone-rd"
"3448","/node/3448","/properties/213-st-charles-place"
"3447","/node/3447","/properties/2212-haile-street"
"3446","/node/3446","/properties/760-dawsons-park-way"
"3444","/node/3444","/properties/300-rossmoor"
"3443","/node/3443","/properties/305-rossmoor-ct"
"3442","/node/3442","/properties/157-colony-drive"
"3441","/node/3441","/properties/153-colony-drive"
"3439","/node/3439","/properties/600-teaberry-drive-lot-125"
"3438","/node/3438","/news/great-southern-homes-savors-big-night-2019-regal-awards"
"3437","/node/3437","/properties/268-claudia-drive"
"3436","/node/3436","/properties/270-claudia-drive"
"3435","/node/3435","/properties/106-sabal-dr-west-columbia-sc-29169"
"3433","/node/3433","/properties/270-elsoma-drive"
"3432","/node/3432","/properties/1084-acacia-lane"
"3431","/node/3431","/properties/1025-acacia-lane"
"3430","/node/3430","/properties/1005-acacia-lane"
"3429","/node/3429","/properties/219-hilton-view-court"
"3428","/node/3428","/properties/209-hilton-view-court"
"3427","/node/3427","/properties/482-truman-dr"
"3426","/node/3426","/properties/445-fairford-road"
"3425","/node/3425","/properties/246-cedar-hollow-lane"
"3421","/node/3421","/properties/418-glen-arven-court"
"3420","/node/3420","/properties/422-glen-arven-court"
"3418","/node/3418","/properties/112-buchanan"
"3417","/node/3417","/properties/547-truman-dr"
"3416","/node/3416","/properties/601-teaberry-drive-lot-104"
"3415","/node/3415","/properties/2025-indiangrass-cove"
"3414","/node/3414","/properties/2055-indiangrass-cove"
"3412","/node/3412","/properties/3632-moseley-drlot-69"
"3411","/node/3411","/properties/3624-moseley-dr-lot-68"
"3410","/node/3410","/properties/752-dawsons-park"
"3409","/node/3409","/properties/756-dawsons-park-way"
"3408","/node/3408","/properties/763-dawsons-park-way"
"3407","/node/3407","/properties/755-dawsons-park-way"
"3406","/node/3406","/properties/751-dawsons-park-way"
"3404","/node/3404","/properties/lot-41-shoals-landing"
"3403","/node/3403","/properties/lot-40-shoals-landing"
"3401","/node/3401","/properties/704-camberwell-road"
"3400","/node/3400","/properties/5-chestnut-grove-lane"
"3399","/node/3399","/properties/715-camberwell-road"
"3398","/node/3398","/properties/442-glen-arven-court"
"3397","/node/3397","/properties/443-glen-arven-court"
"3396","/node/3396","/properties/423-glen-arven-court"
"3395","/node/3395","/properties/425-crassula-dr"
"3394","/node/3394","/properties/410-crassula-dr"
"3393","/node/3393","/properties/406-crassula-dr"
"3392","/node/3392","/properties/421-crassula-dr"
"3390","/node/3390","/properties/417-crassula-dr"
"3389","/node/3389","/properties/844-winter-flower-dr"
"3388","/node/3388","/properties/838-winter-flower-dr"
"3386","/node/3386","/properties/409-crassula-dr"
"3385","/node/3385","/properties/66-mayapple-dr"
"3384","/node/3384","/properties/77-mayapple-dr"
"3382","/node/3382","/properties/74-mayapple-dr"
"3379","/node/3379","/properties/220-elsoma-drive"
"3378","/node/3378","/properties/226-elsoma-drive"
"3377","/node/3377","/properties/230-elsoma-drive"
"3376","/node/3376","/properties/217-elsoma-drive"
"3375","/node/3375","/properties/213-elsoma-drive"
"3374","/node/3374","/properties/121-screech-drive"
"3373","/node/3373","/properties/594-teaberry-drive-lot-126"
"3372","/node/3372","/properties/591-teaberry-drive-lot-102"
"3369","/node/3369","/properties/804-red-solstice-court"
"3367","/node/3367","/properties/652-kennington-road"
"3365","/node/3365","/properties/158-viewmont-drive"
"3364","/node/3364","/properties/208-cassique-drive-lot-74"
"3363","/node/3363","/properties/168-cassique-drive-lot-77"
"3362","/node/3362","/properties/172-cassique-drive-lot-76"
"3361","/node/3361","/properties/173-cassique-drive-lot-42"
"3360","/node/3360","/properties/199-upper-lake-dr"
"3359","/node/3359","/properties/511-montague-dr"
"3358","/node/3358","/properties/1824-ringneck-court-lot378"
"3356","/node/3356","/properties/1840-ringneck-court-lot376"
"3355","/node/3355","/properties/autumns-cay-all-brick-community-boat-ramp-dock-and-boat-storage"
"3354","/node/3354","/properties/autumns-cayall-brick-lake-community"
"3353","/node/3353","/properties/1833-ringneck-court-lot-373"
"3352","/node/3352","/properties/349-dolly-horn-lane"
"3349","/node/3349","/properties/209-elsoma-drive"
"3348","/node/3348","/properties/316-arcadia-court"
"3346","/node/3346","/properties/131-elsoma-drive"
"3345","/node/3345","/properties/597-teaberry-drive-lot-103"
"3344","/node/3344","/properties/16-snowy-ct"
"3343","/node/3343","/properties/735-lansford-bay-drive"
"3342","/node/3342","/properties/763-lansford-bay-drive"
"3341","/node/3341","/properties/212-bromley-fold"
"3340","/node/3340","/properties/542-lawndale-drive"
"3339","/node/3339","/properties/539-lawndale-drive"
"3338","/node/3338","/properties/543-lawndale-drive"
"3337","/node/3337","/properties/264-claudia-drive"
"3336","/node/3336","/properties/267-claudia-dr"
"3335","/node/3335","/properties/260-claudia-drive"
"3334","/node/3334","/properties/335-dolly-horn-lane"
"3333","/node/3333","/properties/731-lansford-bay-drive"
"3331","/node/3331","/properties/739-lansford-bay-drive"
"3330","/node/3330","/properties/745-lansford-bay-drive"
"3329","/node/3329","/properties/751-lansford-bay-drive"
"3328","/node/3328","/properties/755-lansford-bay-drive"
"3324","/node/3324","/news/2018-great-year-great-southern-homes"
"3327","/node/3327","/properties/759-lansford-bay-drive"
"3325","/node/3325","/properties/810-frogmore-lane"
"3323","/node/3323","/properties/262-oristo-ridge-way"
"3322","/node/3322","/properties/254-oristo-ridge-way"
"3313","/node/3313","/properties/325-oristo-ridge-way"
"3309","/node/3309","/properties/62-sixty-oaks-lane"
"3308","/node/3308","/properties/986-morgan-mill-ln"
"3307","/node/3307","/properties/990-morgan-mill-ln"
"3306","/node/3306","/properties/987-morgan-mill-ln"
"3305","/node/3305","/properties/1019-took-place"
"3304","/node/3304","/properties/1023-took-place"
"3303","/node/3303","/properties/1027-took-place"
"3302","/node/3302","/properties/1031-took-place"
"3301","/node/3301","/properties/1035-took-place"
"3300","/node/3300","/properties/1091-yellowstone-dr"
"3299","/node/3299","/properties/1134-took-place"
"3298","/node/3298","/properties/34-vintage-oak-ct"
"3296","/node/3296","/properties/38-vintage-oak-ct"
"3294","/node/3294","/properties/101-new-haven-court"
"3293","/node/3293","/properties/113-brandau-lane"
"3292","/node/3292","/properties/127-elsoma-drive"
"3288","/node/3288","/properties/648-kennington-road"
"3287","/node/3287","/properties/656-kennington-road"
"3285","/node/3285","/properties/649-kennington-road"
"3283","/node/3283","/properties/435-fairford-road"
"3278","/node/3278","/properties/under-contract-2"
"3277","/node/3277","/properties/113-wheaton-court"
"3276","/node/3276","/properties/115-wheaton-court"
"3275","/node/3275","/properties/208-bromley-fold-lane"
"3274","/node/3274","/properties/200-bromley-fold-lane"
"3273","/node/3273","/properties/regatta-forest-lot-50"
"3270","/node/3270","/properties/regatta-forest-lot-16"
"3268","/node/3268","/properties/2228-spicewood"
"3264","/node/3264","/properties/10-preserve-avenue"
"3261","/node/3261","/properties/119-screech-drive"
"3260","/node/3260","/properties/434-fairford-road"
"3055","/node/3055","/properties/147-cedar-chase-lane"
"3259","/node/3259","/properties/275-claudia-drive"
"3258","/node/3258","/properties/273-claudia-drive"
"3257","/node/3257","/properties/269-claudia-drive"
"3256","/node/3256","/properties/334-cabana-way"
"3255","/node/3255","/properties/260-sunset-pt-drive"
"3254","/node/3254","/properties/222-sunset-pt-drive"
"3253","/node/3253","/properties/743-dawsons-park-way"
"3252","/node/3252","/properties/5-snowy-court"
"3251","/node/3251","/properties/6-snowy-court"
"3246","/node/3246","/properties/574-jp-stevens-road"
"3245","/node/3245","/properties/100-winyah-court"
"3244","/node/3244","/properties/211-vista-circle"
"3243","/node/3243","/properties/113-valley-view-drive"
"3240","/node/3240","/properties/162-colony-drive"
"3237","/node/3237","/properties/214-barred-owl-drive"
"3236","/node/3236","/properties/239-hilton-view-ct"
"3235","/node/3235","/news/great-southern-homes-voted-%E2%80%9Cbest-home-builder-2018%E2%80%9D-state-newspaper"
"3234","/node/3234","/properties/250-cedar-hollow-lane"
"3233","/node/3233","/properties/270-cedar-hollow-lane"
"3232","/node/3232","/properties/140-cedar-chase-lane-lot-59"
"3231","/node/3231","/properties/269-cedar-hollow-lane-lot-21"
"3230","/node/3230","/properties/173-cedar-chase-lane-lot-14"
"3229","/node/3229","/properties/120-cedar-chase-lane-lot-63"
"3227","/node/3227","/properties/813-red-solstice-court-lot-164"
"3226","/node/3226","/properties/817-red-solstice-court-lot-163"
"3224","/node/3224","/properties/820-red-solstice-court-lot-150"
"3223","/node/3223","/properties/816-red-solstice-court-lot-149"
"3222","/node/3222","/properties/812-red-solstice-court-lot-148"
"3220","/node/3220","/properties/808-red-solstice-court-lot-147"
"3219","/node/3219","/properties/3255-debidue-ln-109"
"3218","/node/3218","/properties/1100-dewees-st-82"
"3217","/node/3217","/properties/60-daufaskie-ct-66"
"3216","/node/3216","/properties/80-daufaskie-ct-64"
"3215","/node/3215","/properties/2816-girard-dr-52"
"3214","/node/3214","/properties/824-red-solstice-court-lot-151"
"3213","/node/3213","/properties/825-red-solstice-court-lot-161"
"3210","/node/3210","/properties/234-st-charles-place"
"3209","/node/3209","/properties/527-connecticut-ave"
"3208","/node/3208","/properties/1719-trevino-drive"
"3207","/node/3207","/properties/1848-ringneck-court-lot-375"
"3204","/node/3204","/properties/1701-trevino-drive"
"3203","/node/3203","/properties/1017-acacia-lane"
"3202","/node/3202","/properties/79-fieldrush-court"
"3201","/node/3201","/properties/75-fieldrush-court"
"3199","/node/3199","/properties/221-st-charles-place"
"3198","/node/3198","/properties/1053-acacia-lane"
"3196","/node/3196","/properties/207-ventnor-ave"
"3194","/node/3194","/properties/shoals-landing-lot-49"
"3193","/node/3193","/properties/543-connecticut-ave"
"3192","/node/3192","/properties/shoals-landing-lot-48"
"3191","/node/3191","/properties/211-limestone-rd"
"3186","/node/3186","/properties/520-walt-rauch-road"
"3185","/node/3185","/properties/141-cascade-drive"
"3184","/node/3184","/properties/133-cascade-drive"
"3183","/node/3183","/properties/137-cascade-drive"
"3180","/node/3180","/properties/362-cabana-way"
"3179","/node/3179","/properties/305-cellar-ln-batesburg-sc-29006"
"3178","/node/3178","/properties/303-cellar-ln-batesburg-sc-29006"
"3174","/node/3174","/properties/1760-trevino-drive"
"3173","/node/3173","/properties/145-decoy-ct-lot-11-0"
"3172","/node/3172","/properties/145-decoy-ct-lot-11"
"3171","/node/3171","/properties/140-decoy-ct-lot-5"
"3170","/node/3170","/properties/1748-trevino"
"3169","/node/3169","/properties/3780-moseley-drive-lot-66"
"3167","/node/3167","/properties/3619-moseley-drive-lot-72"
"3166","/node/3166","/properties/shoals-landing-lot-47"
"3165","/node/3165","/properties/shoals-landing-lot-45"
"3164","/node/3164","/properties/shoals-landing-lot-44"
"3163","/node/3163","/properties/shoals-landing-lot-43"
"3162","/node/3162","/properties/1725-trevino-drive-0"
"3160","/node/3160","/properties/3631-moseley-drive-lot-70"
"3159","/node/3159","/properties/3624-moseley-drive-lot-68"
"3241","/node/3241","/news/boys-farm-cuts-ribbon-nieri-house-newberry-observer"
"3155","/node/3155","/properties/8729-old-percival-road"
"3154","/node/3154","/properties/8733-old-percival-road"
"3148","/node/3148","/properties/355-dolly-horn-lane"
"3147","/node/3147","/properties/468-fairford-road"
"3146","/node/3146","/properties/464-fairford-road"
"3145","/node/3145","/properties/476-fairford-road"
"3144","/node/3144","/properties/2124-chatfield-dr"
"3143","/node/3143","/properties/2123-chatfield-dr"
"3142","/node/3142","/properties/211-bromley-fold-lane"
"3141","/node/3141","/properties/4144-enclave"
"3140","/node/3140","/properties/4140-enclave"
"3139","/node/3139","/properties/4114-enclave"
"3138","/node/3138","/properties/4129-enclave"
"3137","/node/3137","/news/future-home-jamia-porcher-georgetown-sc"
"3131","/node/3131","/properties/528-bella-woods-trail"
"3130","/node/3130","/properties/520-bella-woods-tr-lot-5"
"3129","/node/3129","/properties/524-bella-woods-tr-lot-6"
"3128","/node/3128","/properties/536-bella-woods-trail-lot-9"
"3127","/node/3127","/properties/532-bella-woods-trail"
"3242","/node/3242","/news/great-southern-homes-mike-satterfield-industry-heavy-hitter"
"3125","/node/3125","/properties/816-misty-harbor-road"
"3124","/node/3124","/properties/820-misty-harbor-road"
"3123","/node/3123","/news/ribbon-cutting-nieri-family-cottage-boys-farm-newberry"
"3119","/node/3119","/properties/212-sunset-pt-drive"
"3118","/node/3118","/properties/652-pinnacle-way"
"3114","/node/3114","/properties/40-daufaskie-ct-68"
"3113","/node/3113","/properties/55-tidelands-trail"
"3112","/node/3112","/properties/23-tidelands-trail"
"3111","/node/3111","/properties/516-bella-woods-tr-lot-4"
"3110","/node/3110","/properties/512-bella-woods-tr-lot-3"
"3108","/node/3108","/properties/56-sixty-oaks-lane"
"3105","/node/3105","/properties/328-crassula-dr"
"3103","/node/3103","/properties/103-fuller-estate-drive"
"3102","/node/3102","/properties/105-fuller-estate-drive"
"3101","/node/3101","/properties/107-fuller-estate-drive"
"3100","/node/3100","/properties/111-fuller-estate-drive"
"3099","/node/3099","/properties/113-fuller-estate-drive"
"3098","/node/3098","/properties/115-fuller-estate-drive"
"3097","/node/3097","/properties/117-fuller-estate-drive"
"3096","/node/3096","/properties/121-fuller-estate-drive"
"3095","/node/3095","/properties/123-fuller-estate-drive"
"3094","/node/3094","/properties/125-fuller-estate-drive"
"3093","/node/3093","/properties/114-fuller-estate-drive"
"3091","/node/3091","/properties/112-fuller-estate-drive"
"3090","/node/3090","/properties/126-heritage-place-drive"
"3089","/node/3089","/properties/128-heritage-place-drive"
"3088","/node/3088","/properties/130-heritage-place-drive"
"3087","/node/3087","/properties/132-heritage-place-drive"
"3086","/node/3086","/properties/134-heritage-place-drive"
"3085","/node/3085","/properties/136-heritage-place-drive"
"3084","/node/3084","/properties/138-heritage-place-drive"
"3083","/node/3083","/properties/140-heritage-place-drive"
"3082","/node/3082","/properties/142-heritage-place-drive"
"3081","/node/3081","/properties/144-heritage-place-drive"
"3080","/node/3080","/properties/146-heritage-place-drive"
"3079","/node/3079","/properties/148-heritage-place-drive"
"3077","/node/3077","/properties/438-fairford-road"
"3076","/node/3076","/properties/422-fairford-road"
"3075","/node/3075","/properties/414-fairford-road"
"3071","/node/3071","/properties/110-fuller-estate-drive"
"3070","/node/3070","/properties/106-fuller-estate-drive"
"3069","/node/3069","/properties/104-fuller-estate-drive"
"3068","/node/3068","/properties/102-fuller-estate-drive"
"3067","/node/3067","/properties/100-fuller-estate-drive"
"3066","/node/3066","/properties/1725-trevino-drive"
"3064","/node/3064","/properties/2217-nazareth-road-lot-36"
"3058","/node/3058","/properties/426-glen-arven-court"
"3056","/node/3056","/properties/14-cedar-croft-court"
"3054","/node/3054","/properties/129-colony-drive"
"3050","/node/3050","/properties/85-mayapple-drive"
"3045","/node/3045","/properties/177-sierra-drive-0"
"3044","/node/3044","/properties/porter-ii"
"3043","/node/3043","/properties/171-sierra-drive-0"
"3042","/node/3042","/properties/263-claudia-drive"
"3041","/node/3041","/properties/261-claudia-drive"
"3039","/node/3039","/properties/707-camberwell-road"
"3038","/node/3038","/news/great-southern-homes-constructs-oakcreste-student-housing-clemson-sc"
"3037","/node/3037","/properties/1055-dewees-st-163"
"3036","/node/3036","/properties/3240-debidue-ln-105"
"3034","/node/3034","/properties/138-cayman-loop"
"3033","/node/3033","/properties/154-cayman-loop"
"3023","/node/3023","/properties/141-living-waters-blvd"
"3020","/node/3020","/properties/2507-sunflower-drive"
